Date,Time,NetName,Addr,Token,Action,DataID,DataDetail,Cluster_x,Cluster_y
2024/05/29,17:33:02,Hist_GreekMyth,UADDR_05,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:33:02,Hist_GreekMyth,UADDR_03,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:33:04,Hist_GreekMyth,UADDR_08,-,joined network,,,3,1
2024/05/29,17:33:04,Hist_GreekMyth,UADDR_08,-,getdatabase,,,3,1
2024/05/29,17:33:08,Hist_GreekMyth,UADDR_08,-,left network,,,3,1
2024/05/29,17:33:08,Hist_GreekMyth,UADDR_09,-,joined network,,,3,1
2024/05/29,17:33:08,Hist_GreekMyth,UADDR_09,-,getdatabase,,,3,1
2024/05/29,17:33:08,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,1,Zeus,1,4
2024/05/29,17:33:14,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,248,Python,1,4
2024/05/29,17:33:17,Hist_GreekMyth,UADDR_08,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:33:29,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,insert node,291,"{""id"":291,""label"":""Mengxi"",""provenance"":[],""createdBy"":""CLASS1-G1-Y7Z"",""updatedBy"":""CLASS1-G1-Y7Z""}",1,4
2024/05/29,17:33:29,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,291,Mengxi,1,4
2024/05/29,17:33:41,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,insert node,292,"{""id"":292,""label"":""Joshua"",""provenance"":[],""createdBy"":""CLASS1-G1-KWG"",""updatedBy"":""CLASS1-G1-KWG""}",4,2
2024/05/29,17:33:41,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,select node,292,Joshua,4,2
2024/05/29,17:33:51,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,update node,291,"{""id"":291,""label"":""Mengxi"",""updatedBy"":""CLASS1-G1-Y7Z"",""type"":""Human"",""provenance"":[]}",1,4
2024/05/29,17:34:07,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,update node,292,"{""id"":292,""label"":""Joshua"",""updatedBy"":""CLASS1-G1-KWG"",""type"":""Human"",""notes"":""It me."",""provenance"":[]}",4,2
2024/05/29,17:34:07,Hist_GreekMyth,UADDR_04,-,left network,,,3,1
2024/05/29,17:34:08,Hist_GreekMyth,UADDR_10,-,joined network,,,3,1
2024/05/29,17:34:08,Hist_GreekMyth,UADDR_10,-,getdatabase,,,3,1
2024/05/29,17:34:11,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,insert node,293,"{""id"":293,""label"":""Xtina"",""provenance"":[],""createdBy"":""CLASS1-G1-KZD"",""updatedBy"":""CLASS1-G1-KZD""}",3,1
2024/05/29,17:34:11,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,293,Xtina,3,1
2024/05/29,17:34:15,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert node,294,"{""id"":294,""label"":""Alec"",""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:34:15,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,294,Alec,3,5
2024/05/29,17:34:17,Hist_GreekMyth,UADDR_04,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:34:17,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,select node,138,Hermes,4,2
2024/05/29,17:34:20,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,insert edge,595,"{""id"":595,""source"":138,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KWG"",""updatedBy"":""CLASS1-G1-KWG""}",4,2
2024/05/29,17:34:21,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update node,294,"{""id"":294,""label"":""Alec"",""updatedBy"":""CLASS1-G1-KMZ"",""type"":""Human"",""notes"":""Self"",""provenance"":[]}",3,5
2024/05/29,17:34:31,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,update node,293,"{""id"":293,""label"":""Xtina"",""updatedBy"":""CLASS1-G1-KZD"",""type"":""Human"",""notes"":""Humanoid, at least."",""provenance"":[]}",3,1
2024/05/29,17:34:35,Hist_GreekMyth,UADDR_11,-,joined network,,,3,5
2024/05/29,17:34:35,Hist_GreekMyth,UADDR_11,-,getdatabase,,,3,5
2024/05/29,17:34:42,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,insert edge,596,"{""id"":596,""source"":291,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-Y7Z"",""updatedBy"":""CLASS1-G1-Y7Z""}",1,4
2024/05/29,17:34:52,Hist_GreekMyth,UADDR_12,-,joined network,,,3,1
2024/05/29,17:34:52,Hist_GreekMyth,UADDR_12,-,getdatabase,,,3,1
2024/05/29,17:34:53,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,delete edge,595,,4,2
2024/05/29,17:34:53,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,select node,138,Hermes,4,2
2024/05/29,17:34:53,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,293,Xtina,3,1
2024/05/29,17:34:53,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,294,Alec,3,5
2024/05/29,17:34:53,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,select node,138,Hermes,4,2
2024/05/29,17:34:53,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,291,Mengxi,1,4
2024/05/29,17:34:53,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,insert node,295,"{""id"":295,""label"":""Selena"",""provenance"":[],""createdBy"":""CLASS1-G2-NZX"",""updatedBy"":""CLASS1-G2-NZX""}",3,1
2024/05/29,17:34:53,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select node,295,Selena,3,1
2024/05/29,17:34:54,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,insert edge,597,"{""id"":597,""source"":138,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KWG"",""updatedBy"":""CLASS1-G1-KWG""}",4,2
2024/05/29,17:34:55,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,291,Mengxi,1,4
2024/05/29,17:34:57,Hist_GreekMyth,UADDR_11,-,left network,,,3,5
2024/05/29,17:34:57,Hist_GreekMyth,UADDR_13,-,joined network,,,3,1
2024/05/29,17:34:57,Hist_GreekMyth,UADDR_13,-,getdatabase,,,3,1
2024/05/29,17:34:58,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,update node,295,"{""id"":295,""label"":""Selena"",""updatedBy"":""CLASS1-G2-NZX"",""type"":""Human"",""provenance"":[]}",3,1
2024/05/29,17:35:00,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert edge,598,"{""id"":598,""source"":294,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:35:00,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,insert edge,599,"{""id"":599,""source"":293,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KZD"",""updatedBy"":""CLASS1-G1-KZD""}",3,1
2024/05/29,17:35:01,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,insert node,296,"{""id"":296,""label"":""Kalani"",""provenance"":[],""createdBy"":""CLASS1-G2-NX2"",""updatedBy"":""CLASS1-G2-NX2""}",3,1
2024/05/29,17:35:01,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,select node,296,Kalani,3,1
2024/05/29,17:35:02,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,select node,138,Hermes,4,2
2024/05/29,17:35:07,Hist_GreekMyth,UADDR_11,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,5
2024/05/29,17:35:07,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,insert edge,600,"{""id"":600,""source"":295,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G2-NZX"",""updatedBy"":""CLASS1-G2-NZX""}",3,1
2024/05/29,17:35:07,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,update node,296,"{""id"":296,""label"":""Kalani"",""updatedBy"":""CLASS1-G2-NX2"",""type"":""Human"",""provenance"":[]}",3,1
2024/05/29,17:35:07,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,293,Xtina,3,1
2024/05/29,17:35:07,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,293,Xtina,3,1
2024/05/29,17:35:09,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,294,Alec,3,5
2024/05/29,17:35:09,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,insert edge,601,"{""id"":601,""source"":296,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G2-NX2"",""updatedBy"":""CLASS1-G2-NX2""}",3,1
2024/05/29,17:35:11,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select node,295,Selena,3,1
2024/05/29,17:35:12,Hist_GreekMyth,UADDR_12,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:35:14,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,update edge,596,"{""id"":596,""source"":291,""target"":31,""updatedBy"":""CLASS1-G1-Y7Z"",""type"":""interacts with""}",1,4
2024/05/29,17:35:15,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,291,Mengxi,1,4
2024/05/29,17:35:16,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,select node,296,Kalani,3,1
2024/05/29,17:35:18,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,update edge,597,"{""id"":597,""source"":138,""target"":138,""updatedBy"":""CLASS1-G1-KWG"",""type"":""interacts with"",""notes"":""Nathan finds Hermes funny in Percy Jackson, so I feel a connection.""}",4,2
2024/05/29,17:35:18,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,select node,138,Hermes,4,2
2024/05/29,17:35:22,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,delete edge,598,,3,5
2024/05/29,17:35:22,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,294,Alec,3,5
2024/05/29,17:35:22,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select node,295,Selena,3,1
2024/05/29,17:35:22,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,select node,296,Kalani,3,1
2024/05/29,17:35:22,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,select node,138,Hermes,4,2
2024/05/29,17:35:22,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,293,Xtina,3,1
2024/05/29,17:35:22,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,294,Alec,3,5
2024/05/29,17:35:27,Hist_GreekMyth,UADDR_12,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:35:27,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,cancel edit edge,597,Hermes➔Hermes,4,2
2024/05/29,17:35:27,Hist_GreekMyth,UADDR_02,CLASS1-G1-KWG,select node,138,Hermes,4,2
2024/05/29,17:35:27,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,update edge,599,"{""id"":599,""source"":293,""target"":41,""updatedBy"":""CLASS1-G1-KZD"",""type"":""interacts with"",""notes"":""My cat's name is Artemis""}",3,1
2024/05/29,17:35:27,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,293,Xtina,3,1
2024/05/29,17:35:29,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert edge,602,"{""id"":602,""source"":294,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:35:32,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,update edge,600,"{""id"":600,""source"":295,""target"":255,""updatedBy"":""CLASS1-G2-NZX"",""notes"":""we have a similar name!""}",3,1
2024/05/29,17:35:32,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select node,295,Selena,3,1
2024/05/29,17:35:34,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,294,Alec,3,5
2024/05/29,17:35:34,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,update edge,601,"{""id"":601,""source"":296,""target"":45,""updatedBy"":""CLASS1-G2-NX2"",""type"":""interacts with"",""notes"":""My undergrad alma mater's mascot was Athena, plus she's smart""}",3,1
2024/05/29,17:35:34,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,select node,296,Kalani,3,1
2024/05/29,17:35:36,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select node,255,Selene,3,1
2024/05/29,17:35:39,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,select node,45,Athena,3,1
2024/05/29,17:35:46,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update edge,602,"{""id"":602,""source"":294,""target"":209,""updatedBy"":""CLASS1-G1-KMZ"",""notes"":""Prefer Odyssey over Iliad""}",3,5
2024/05/29,17:35:46,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,294,Alec,3,5
2024/05/29,17:35:53,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,update node,45,"{""id"":45,""label"":""Athena"",""updatedBy"":""CLASS1-G2-NX2"",""type"":""God"",""notes"":""Athena is the goddess of wisdom"",""provenance"":""Added by GREEK-MYTH-EP8 on 11/27/2023""}",3,1
2024/05/29,17:35:55,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select tab Nodes Table,,,3,1
2024/05/29,17:35:56,Hist_GreekMyth,UADDR_02,-,left network,,,4,2
2024/05/29,17:35:57,Hist_GreekMyth,UADDR_12,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:35:57,Hist_GreekMyth,UADDR_14,-,joined network,,,3,1
2024/05/29,17:35:57,Hist_GreekMyth,UADDR_14,-,getdatabase,,,3,1
2024/05/29,17:35:58,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,48,Atropos,3,5
2024/05/29,17:35:58,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select node,41,Artemis,3,1
2024/05/29,17:35:59,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,sort node table,type,1,3,1
2024/05/29,17:36:02,Hist_GreekMyth,UADDR_02,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,4,2
2024/05/29,17:36:04,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select node,292,Joshua,3,1
2024/05/29,17:36:05,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,insert edge,603,"{""id"":603,""source"":292,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KWG"",""updatedBy"":""CLASS1-G1-KWG""}",3,1
2024/05/29,17:36:09,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,insert comment,1,"{""collection_ref"":""n45"",""comment_id"":1,""comment_id_parent"":"""",""comment_id_previous"":"""",""comment_type"":""source"",""comment_createtime"":1717004158481,""comment_modifytime"":1717004169615,""commenter_id"":""CLASS1-G2-NX2"",""commenter_text"":[""No"",""How do we know she's the goddess of wisdom""]}",3,1
2024/05/29,17:36:11,Hist_GreekMyth,UADDR_13,CLASS1-G2-NX2,insert readby,1,"{""comment_id"":1,""commenter_ids"":[""CLASS1-G2-NX2""]}",3,1
2024/05/29,17:36:12,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select node,292,Joshua,3,1
2024/05/29,17:36:17,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update node,48,"{""id"":48,""label"":""Atropos"",""updatedBy"":""CLASS1-G1-KMZ"",""type"":""God"",""notes"":""One of the Fates; she who cuts the thread"",""provenance"":""Added by GREEK-MYTH-EP8 on 11/27/2023""}",3,5
2024/05/29,17:36:21,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,87,Deianira,3,5
2024/05/29,17:36:23,Hist_GreekMyth,UADDR_12,-,left network,,,3,1
2024/05/29,17:36:23,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,"deselect tab Nodes Table, reverting to Graph",,,3,1
2024/05/29,17:36:24,Hist_GreekMyth,UADDR_15,-,joined network,,,3,1
2024/05/29,17:36:24,Hist_GreekMyth,UADDR_15,-,getdatabase,,,3,1
2024/05/29,17:36:25,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,41,Artemis,3,1
2024/05/29,17:36:26,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,update edge,603,"{""id"":603,""source"":292,""target"":138,""updatedBy"":""CLASS1-G1-KWG"",""type"":""interacts with"",""notes"":""Nathan loves Hermes so. I  feel a connection.""}",3,1
2024/05/29,17:36:26,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select node,292,Joshua,3,1
2024/05/29,17:36:32,Hist_GreekMyth,UADDR_12,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:36:34,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update node,87,"{""id"":87,""label"":""Deianira"",""updatedBy"":""CLASS1-G1-KMZ"",""type"":""Human"",""notes"":""Contributes to Heracles' death"",""provenance"":""Added by GREEK-MYTH-EP8 on 11/27/2023""}",3,5
2024/05/29,17:36:35,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,update edge,603,"{""id"":603,""source"":292,""target"":138,""updatedBy"":""CLASS1-G1-KWG"",""type"":""interacts with"",""notes"":""Nathan loves Hermes so I feel a connection of sorts.""}",3,1
2024/05/29,17:36:35,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select node,292,Joshua,3,1
2024/05/29,17:36:36,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert edge,604,"{""id"":604,""source"":87,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:36:41,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,87,Deianira,3,5
2024/05/29,17:36:41,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Nodes Table,,,3,1
2024/05/29,17:36:50,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select tab Nodes Table,,,1,4
2024/05/29,17:36:50,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update edge,604,"{""id"":604,""source"":87,""target"":137,""updatedBy"":""CLASS1-G1-KMZ"",""type"":""interacts with"",""notes"":""Marries""}",3,5
2024/05/29,17:36:50,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,87,Deianira,3,5
2024/05/29,17:36:52,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,sort node table,label,-1,1,4
2024/05/29,17:36:53,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,delete comment,2,,3,1
2024/05/29,17:36:53,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,sort node table,label,-1,3,1
2024/05/29,17:36:53,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,sort node table,label,1,1,4
2024/05/29,17:36:53,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,sort node table,label,1,3,1
2024/05/29,17:37:00,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select tab Nodes Table,,,3,1
2024/05/29,17:37:03,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Edges Table,,,3,1
2024/05/29,17:37:04,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,sort edge table,source,1,3,1
2024/05/29,17:37:09,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,sort node table,type,1,1,4
2024/05/29,17:37:17,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select tab Edges Table,,,3,1
2024/05/29,17:37:26,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select tab Graph,,,1,4
2024/05/29,17:37:29,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,91,Deucalion,3,5
2024/05/29,17:37:41,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Nodes Table,,,3,1
2024/05/29,17:37:41,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,insert edge,605,"{""id"":605,""source"":91,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-KMZ"",""updatedBy"":""CLASS1-G1-KMZ""}",3,5
2024/05/29,17:37:42,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Edges Table,,,3,1
2024/05/29,17:37:43,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Nodes Table,,,3,1
2024/05/29,17:37:47,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,91,Deucalion,3,5
2024/05/29,17:37:50,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,291,Mengxi,1,4
2024/05/29,17:37:52,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Edges Table,,,3,1
2024/05/29,17:37:52,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,insert edge,606,"{""id"":606,""source"":291,""attributes"":{},""provenance"":[],""createdBy"":""CLASS1-G1-Y7Z"",""updatedBy"":""CLASS1-G1-Y7Z""}",1,4
2024/05/29,17:37:53,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Nodes Table,,,3,1
2024/05/29,17:37:56,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Edges Table,,,3,1
2024/05/29,17:37:57,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Nodes Table,,,3,1
2024/05/29,17:37:59,Hist_GreekMyth,UADDR_14,CLASS1-G1-KWG,select tab Edges Table,,,3,1
2024/05/29,17:38:01,Hist_GreekMyth,UADDR_14,-,left network,,,3,1
2024/05/29,17:38:01,Hist_GreekMyth,UADDR_16,-,joined network,,,1,3
2024/05/29,17:38:01,Hist_GreekMyth,UADDR_16,-,getdatabase,,,1,3
2024/05/29,17:38:02,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,update node,41,"{""id"":41,""label"":""Artemis"",""updatedBy"":""CLASS1-G1-KZD"",""type"":""God"",""notes"":""According to Britannica, the goddess of wild animals, the hunt, and vegetation and of chastity and childbirth"",""provenance"":""Added by GREEK-MYTH-EP8 on 11/27/2023""}",3,1
2024/05/29,17:38:02,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select tab Nodes Table,,,1,3
2024/05/29,17:38:02,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,update edge,605,"{""id"":605,""source"":91,""target"":247,""updatedBy"":""CLASS1-G1-KMZ"",""type"":""interacts with"",""notes"":""Marries""}",3,5
2024/05/29,17:38:02,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select node,91,Deucalion,3,5
2024/05/29,17:38:03,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select tab Nodes Table,,,3,1
2024/05/29,17:38:04,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select tab Edges Table,,,1,3
2024/05/29,17:38:04,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select tab Nodes Table,,,1,3
2024/05/29,17:38:05,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select tab Nodes Table,,,3,5
2024/05/29,17:38:06,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select tab Edges Table,,,3,5
2024/05/29,17:38:07,Hist_GreekMyth,UADDR_14,-,SRV_NET  -,pong not received before time ran out -- CLIENT CONNECTION DEAD!,,3,1
2024/05/29,17:38:07,Hist_GreekMyth,UADDR_06,CLASS1-G1-KMZ,select tab Nodes Table,,,3,5
2024/05/29,17:38:09,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,"deselect tab Nodes Table, reverting to Graph",,,1,3
2024/05/29,17:38:13,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select node,138,Hermes,1,3
2024/05/29,17:38:15,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,291,Mengxi,1,4
2024/05/29,17:38:16,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,update edge,606,"{""id"":606,""source"":291,""target"":41,""updatedBy"":""CLASS1-G1-Y7Z""}",1,4
2024/05/29,17:38:17,Hist_GreekMyth,UADDR_07,CLASS1-G1-Y7Z,select node,291,Mengxi,1,4
2024/05/29,17:38:24,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,delete edge,597,,1,3
2024/05/29,17:38:24,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select node,138,Hermes,1,3
2024/05/29,17:38:24,Hist_GreekMyth,UADDR_16,CLASS1-G1-KWG,select node,138,Hermes,1,3
2024/05/29,17:38:24,Hist_GreekMyth,UADDR_10,CLASS1-G1-KZD,select node,41,Artemis,3,1
2024/05/29,17:38:24,Hist_GreekMyth,UADDR_09,CLASS1-G2-NZX,select node,138,Hermes,3,1
